mmsi,event_id,flag,nearest_ais_km,unmatched,vessel_class,size_category,speed_knots,heading,turn_off,turn_on,lat,lon,label
431796434,5713,Japan,126.9,True,tanker,large,0.0,70.9,2024-02-15T13:00:00,2024-02-16T10:33:31.183116,31.8619,31.024,1
241801039,14195,Greece,93.3,False,bulk_carrier,large,9.8,133.6,2024-09-24T18:00:00,2024-09-25T02:18:50.201844,6.2436,50.3066,0
637000851,4870,Liberia,36.3,False,cargo,medium,8.6,76.6,2024-01-24T10:00:00,2024-01-24T14:29:56.544193,75.6997,39.3073,0
563999721,1152,Singapore,47.4,False,tanker,large,9.9,200.3,2024-07-29T11:00:00,2024-07-29T11:06:00,-1.5666,53.6187,0
637179408,1250,Liberia,200.1,True,tanker,VLCC,3.2,60.2,2024-03-13T10:00:00,2024-03-13T10:30:00,36.9087,21.9882,1
626369194,9254,Gabon,27.7,False,fishing,VLCC,8.3,239.1,2024-11-26T06:00:00,2024-11-26T10:39:53.477636,31.6251,27.0704,0
440995219,15727,South Korea,2.0,True,cargo,medium,10.0,96.6,2024-12-19T16:00:00,2024-12-19T16:06:00,11.3892,110.4736,0
412935353,4834,China,51.9,False,container,medium,6.7,271.5,2024-02-07T19:00:00,2024-02-07T20:00:03.916160,5.574,-6.1825,0
414458594,6583,China,144.9,False,tanker,medium,3.8,306.4,2024-09-24T16:00:00,2024-09-24T16:06:00,54.6451,141.9188,0
626691265,18277,Gabon,74.4,False,other,large,11.3,62.1,2024-04-26T20:00:00,2024-04-26T22:50:19.296466,8.6427,108.9617,0
538269176,2219,Marshall Islands,221.6,True,tanker,large,0.0,360.0,2024-05-19T13:00:00,2024-05-20T07:21:44.170827,50.403,143.7819,1
432928996,11143,Japan,81.1,False,container,VLCC,5.8,154.6,2024-01-16T05:00:00,2024-01-16T06:39:18.717899,33.2991,8.7635,0
616022436,18762,Comoros,89.2,False,passenger,large,11.1,310.9,2024-11-24T20:00:00,2024-11-24T21:17:16.934624,49.8133,132.0442,0
258246630,6857,Norway,39.3,False,bulk_carrier,small,18.3,285.2,2024-03-09T04:00:00,2024-03-09T04:07:15.456966,34.8841,-4.2318,0
511822835,3569,Palau,91.6,False,bulk_carrier,large,10.4,355.6,2024-07-07T19:00:00,2024-07-07T19:06:00,34.4883,-15.5296,0
674632894,13523,Tanzania,57.9,False,cargo,medium,12.3,205.6,2024-07-23T05:00:00,2024-07-23T06:01:55.057257,20.8313,51.8636,0
511211229,18273,Palau,51.2,False,container,small,14.4,338.6,2024-08-29T15:00:00,2024-08-29T15:06:00,16.3733,111.7381,0
218371405,6490,Germany,79.4,False,cargo,small,9.0,322.5,2024-01-23T12:00:00,2024-01-23T16:31:33.740048,39.7213,-3.2476,0
232523727,16392,UK,28.1,False,bulk_carrier,medium,13.3,44.9,2024-02-29T20:00:00,2024-02-29T20:40:05.695436,69.9138,48.1157,0
219679831,17299,Denmark,2.0,False,bulk_carrier,medium,8.8,193.2,2024-12-15T23:00:00,2024-12-16T02:19:38.473480,6.9396,71.2322,0
218891436,15197,Germany,59.9,False,tanker,small,10.0,334.5,2024-03-02T05:00:00,2024-03-02T11:25:07.483528,5.9547,-10.9013,0
538860560,15832,Marshall Islands,38.0,False,tanker,small,8.0,66.6,2024-12-29T02:00:00,2024-12-29T03:22:44.429548,15.1947,105.8214,0
412543630,15764,China,50.3,False,tanker,medium,9.7,264.1,2024-12-08T18:00:00,2024-12-08T20:19:33.408111,35.9126,-1.1303,0
259455074,18789,Norway,122.8,False,cargo,large,5.3,336.0,2024-09-04T18:00:00,2024-09-05T01:08:39.418556,53.0404,-23.3102,0
353232637,6066,Panama,146.6,False,tanker,large,5.5,246.0,2024-06-05T14:00:00,2024-06-06T07:44:34.852617,69.0766,37.6031,1
211180523,4570,Germany,7.4,False,cargo,medium,8.5,136.1,2024-09-21T23:00:00,2024-09-21T23:06:00,13.6446,-9.7879,0
258726650,13160,Norway,71.1,False,container,large,9.7,11.2,2024-08-19T21:00:00,2024-08-19T21:06:00,40.2082,28.4474,0
219510668,10668,Denmark,78.0,False,cargo,small,9.2,113.5,2024-03-10T05:00:00,2024-03-10T05:46:03.035237,-0.989,-10.5644,0
257996139,12445,Norway,31.9,False,other,medium,8.8,17.3,2024-10-08T04:00:00,2024-10-08T04:37:12.917830,-8.157,77.9438,0
626715317,15925,Gabon,40.6,False,tanker,VLCC,7.8,13.9,2024-01-24T01:00:00,2024-01-24T01:06:00,49.3139,-11.4772,0
565620779,7010,Singapore,54.6,False,fishing,medium,7.3,11.0,2024-08-23T08:00:00,2024-08-23T11:00:50.467773,48.505,130.9676,0
563386710,7263,Singapore,78.3,False,bulk_carrier,medium,11.0,94.9,2024-06-05T18:00:00,2024-06-05T18:06:00,31.8338,31.3419,0
613479047,6011,Cameroon,187.5,False,tanker,VLCC,6.4,260.7,2024-02-11T09:00:00,2024-02-11T13:41:00.850604,43.373,37.8776,1
671094656,6335,Togo,249.9,True,tanker,large,9.7,63.7,2024-10-09T05:00:00,2024-10-09T05:30:00,69.5443,26.6755,1
636304212,4550,Liberia,62.5,True,other,VLCC,5.5,168.4,2024-03-31T10:00:00,2024-04-01T09:04:27.377025,36.8314,22.0073,1
613862108,12645,Cameroon,31.1,True,tanker,small,16.2,136.5,2024-06-03T20:00:00,2024-06-03T22:21:31.639040,47.6012,144.4621,0
440315765,556,South Korea,47.2,False,cargo,large,15.1,232.6,2024-07-10T22:00:00,2024-07-11T06:50:36.890449,50.1847,-22.1747,0
432260633,2840,Japan,2.0,False,cargo,medium,12.6,185.4,2024-11-11T17:00:00,2024-11-11T18:05:43.061372,26.922,58.9459,0
626356982,11333,Gabon,95.9,True,cargo,large,7.7,69.0,2024-06-10T10:00:00,2024-06-10T15:55:15.517511,40.321,6.4899,0
354518857,6445,Panama,59.7,False,fishing,medium,13.7,101.7,2024-02-20T13:00:00,2024-02-20T17:32:05.500193,46.8642,-30.4112,0
538553734,1969,Marshall Islands,48.4,False,tanker,VLCC,1.7,225.0,2024-02-28T09:00:00,2024-02-28T15:09:42.375651,48.7325,-35.166,0
538252166,2355,Marshall Islands,277.5,True,bulk_carrier,large,4.7,352.5,2024-09-09T05:00:00,2024-09-09T20:23:39.850419,13.8495,112.7757,1
431644215,10520,Japan,27.4,False,passenger,large,15.1,124.6,2024-12-15T18:00:00,2024-12-15T19:30:23.898486,75.6363,32.8019,0
257842591,5521,Norway,45.6,False,cargo,small,13.5,247.6,2024-11-27T22:00:00,2024-11-28T00:24:05.915641,22.14,107.3587,0
237554333,11053,Greece,95.2,False,tanker,medium,17.5,205.2,2024-06-18T21:00:00,2024-06-19T00:01:48.668119,44.9342,-11.1245,0
565604090,15278,Singapore,32.5,False,tanker,medium,3.4,38.1,2024-10-15T10:00:00,2024-10-15T15:09:55.455705,38.2365,-14.8388,0
353737362,5328,Panama,213.0,True,tanker,VLCC,6.8,92.1,2024-10-02T10:00:00,2024-10-02T14:42:25.862640,69.3422,54.3565,1
414965178,17257,China,83.2,False,cargo,VLCC,13.2,40.5,2024-09-28T09:00:00,2024-09-28T09:06:00,45.5511,-33.5003,0
616270134,1435,Comoros,290.2,True,tanker,large,4.9,248.4,2024-06-21T13:00:00,2024-06-21T13:30:00,25.0121,58.772,1
440103422,3389,South Korea,52.7,False,container,small,18.1,252.6,2024-09-20T08:00:00,2024-09-20T13:02:47.027742,38.2877,-9.0076,0
235166797,14977,UK,56.4,False,container,small,8.5,110.9,2024-02-11T13:00:00,2024-02-11T13:06:00,32.748,20.1026,0
671561115,265,Togo,194.9,True,tanker,large,5.9,244.2,2024-11-14T00:00:00,2024-11-15T08:36:45.728098,-0.0173,70.7831,1
431511021,12088,Japan,28.0,False,fishing,medium,10.1,225.7,2024-11-07T08:00:00,2024-11-07T08:29:26.558180,30.3881,14.1299,0
366603905,7659,USA,32.5,False,cargo,medium,6.0,227.5,2024-02-17T16:00:00,2024-02-17T16:06:00,6.0362,111.1122,0
563941673,8290,Singapore,32.3,False,tanker,medium,7.4,33.1,2024-06-15T10:00:00,2024-06-15T10:06:00,-4.054,60.9814,0
351759515,1836,Panama,36.1,False,bulk_carrier,medium,14.0,216.7,2024-10-05T14:00:00,2024-10-05T15:17:54.627992,19.3165,58.5381,0
413675438,17521,China,40.1,False,bulk_carrier,VLCC,16.2,128.0,2024-08-31T17:00:00,2024-08-31T22:04:54.027204,8.0938,-19.3717,0
511540774,6823,Palau,54.9,False,bulk_carrier,medium,14.2,229.5,2024-08-18T12:00:00,2024-08-18T19:41:56.731288,36.336,0.4439,0
233297660,7003,UK,146.1,False,cargo,small,13.9,325.4,2024-05-07T16:00:00,2024-05-07T19:12:20.842202,17.1751,107.3035,0
626811149,14432,Gabon,57.9,False,container,medium,14.4,229.9,2024-03-01T18:00:00,2024-03-01T22:12:35.154489,3.7008,111.5662,0
626818187,4542,Gabon,175.6,False,tanker,VLCC,3.2,163.3,2024-05-30T23:00:00,2024-05-31T19:14:33.553472,72.4356,43.0658,1
257148100,18240,Norway,84.0,False,cargo,medium,5.1,131.0,2024-02-22T06:00:00,2024-02-22T11:50:59.850886,36.9665,17.5523,0
241471886,16838,Greece,16.6,False,tanker,small,18.6,220.1,2024-10-02T00:00:00,2024-10-02T00:06:00,39.8799,-19.4362,0
626610728,14571,Gabon,12.0,False,tanker,VLCC,10.1,261.2,2024-01-23T20:00:00,2024-01-24T00:23:53.852786,16.0295,61.0949,0
440081587,6348,South Korea,203.0,True,tanker,VLCC,7.7,0.1,2024-10-25T08:00:00,2024-10-25T23:48:58.040844,27.0603,56.6809,1
636921705,2096,Liberia,31.9,False,bulk_carrier,medium,8.4,103.6,2024-01-06T08:00:00,2024-01-06T08:06:00,35.9107,-5.3765,0
674397881,7177,Tanzania,84.5,False,bulk_carrier,small,13.2,91.9,2024-09-10T10:00:00,2024-09-10T17:02:30.749520,31.2804,0.3819,0
616476740,3379,Comoros,233.5,False,tanker,large,4.9,301.1,2024-09-19T07:00:00,2024-09-19T21:38:56.109349,43.6628,39.1776,1
431259105,5732,Japan,163.5,True,tanker,large,7.5,257.3,2024-06-16T19:00:00,2024-06-16T19:30:00,71.1074,46.2545,1
413336894,6884,China,43.7,False,bulk_carrier,VLCC,8.7,61.0,2024-07-15T01:00:00,2024-07-15T01:06:00,-0.5746,-4.2413,0
218826815,9989,Germany,24.3,False,tanker,medium,10.3,81.8,2024-01-30T17:00:00,2024-01-30T17:06:00,14.549,118.4995,0
218869451,4481,Germany,12.8,False,passenger,medium,5.8,281.0,2024-04-06T12:00:00,2024-04-06T14:12:38.757099,15.0428,114.0265,0
219455406,16173,Denmark,67.3,False,fishing,medium,12.9,11.4,2024-03-08T04:00:00,2024-03-08T09:18:35.012949,17.3897,106.9649,0
220864585,2132,Denmark,77.7,False,cargo,medium,11.6,269.7,2024-11-12T03:00:00,2024-11-12T07:18:03.941429,-1.7536,-1.6478,0
616266758,1438,Comoros,155.9,True,tanker,medium,4.8,305.3,2024-03-10T16:00:00,2024-03-12T05:57:50.271708,27.4876,58.3369,1
616619274,4743,Comoros,46.7,False,passenger,large,14.1,66.0,2024-11-14T13:00:00,2024-11-14T16:16:42.824849,39.649,25.7156,0
613952781,14543,Cameroon,35.5,False,tanker,large,6.3,175.5,2024-02-18T14:00:00,2024-02-18T14:06:00,32.3838,10.4137,0
511009127,1472,Palau,40.9,False,tanker,large,11.4,127.0,2024-08-31T07:00:00,2024-08-31T09:01:47.597793,19.3394,114.2745,0
355338471,4420,Panama,118.1,False,tanker,large,4.1,259.5,2024-12-28T07:00:00,2024-12-29T18:51:11.822444,21.6762,61.8078,1
563935054,7952,Singapore,27.7,False,tanker,small,10.1,128.9,2024-09-19T15:00:00,2024-09-19T17:15:14.128084,16.3308,119.409,0
511095618,16617,Palau,53.9,False,tanker,small,9.1,0.1,2024-07-18T03:00:00,2024-07-18T13:33:56.255564,24.2002,70.429,0
674537450,8498,Tanzania,33.3,False,container,medium,7.6,323.6,2024-09-15T18:00:00,2024-09-15T22:09:25.777510,32.9749,20.3213,0
626561841,4693,Gabon,158.7,False,tanker,large,5.6,153.5,2024-07-14T16:00:00,2024-07-16T00:01:38.566316,44.621,38.9659,1
441926036,5148,South Korea,14.3,False,bulk_carrier,small,2.7,90.5,2024-01-30T17:00:00,2024-01-30T17:06:00,40.4751,-2.2664,0
564562156,5182,Singapore,29.2,False,tanker,medium,10.9,45.1,2024-08-03T06:00:00,2024-08-03T06:32:04.167784,18.369,111.542,0
338190891,953,USA,88.3,False,bulk_carrier,large,10.1,276.9,2024-03-06T18:00:00,2024-03-06T22:49:11.650091,20.4559,77.5838,0
616641521,6256,Comoros,128.8,True,tanker,medium,5.1,338.8,2024-01-29T16:00:00,2024-01-30T18:35:06.900273,36.3715,22.5766,1
235718200,6208,UK,81.1,False,cargo,medium,4.6,82.0,2024-06-19T19:00:00,2024-06-20T03:43:41.333620,39.9892,0.4916,0
432577842,19927,Japan,87.6,False,tanker,medium,8.3,173.5,2024-05-12T21:00:00,2024-05-12T23:40:30.592515,48.7317,-13.3273,0
441806096,18586,South Korea,20.2,False,bulk_carrier,small,12.4,272.2,2024-11-27T14:00:00,2024-11-27T14:06:00,-2.7939,64.5515,0
414437606,2106,China,61.3,False,tanker,small,6.0,60.3,2024-05-16T23:00:00,2024-05-16T23:06:00,14.284,115.6233,0
220625413,8867,Denmark,2.0,False,tanker,large,9.9,347.2,2024-03-14T09:00:00,2024-03-14T10:39:30.745463,12.3235,-3.9683,0
220881941,17730,Denmark,4.3,False,container,medium,9.1,330.6,2024-07-21T09:00:00,2024-07-21T09:56:42.897220,4.3451,107.2251,0
258535466,10150,Norway,24.6,False,cargo,small,7.2,38.4,2024-12-02T08:00:00,2024-12-02T08:06:00,53.5565,-30.116,0
616195914,66,Comoros,206.8,False,tanker,large,0.9,17.6,2024-09-27T17:00:00,2024-09-28T19:33:57.029896,43.4207,140.1296,1
413553583,14477,China,51.6,False,bulk_carrier,medium,0.5,51.4,2024-10-17T05:00:00,2024-10-17T05:06:00,-4.4665,-0.6561,0
441050192,8683,South Korea,91.6,False,bulk_carrier,large,10.5,97.8,2024-10-23T19:00:00,2024-10-23T19:06:00,8.6761,-8.6728,0
366624398,14249,USA,61.9,False,passenger,VLCC,13.8,238.6,2024-06-18T20:00:00,2024-06-19T02:26:56.474424,2.6797,107.7236,0
441753334,15013,South Korea,34.4,False,cargo,VLCC,8.6,71.7,2024-04-10T22:00:00,2024-04-11T01:00:55.333432,11.289,117.0428,0
233532842,17325,UK,2.0,False,cargo,large,10.5,304.7,2024-10-10T14:00:00,2024-10-10T17:03:10.842269,17.1769,61.1763,0
616467486,6186,Comoros,283.5,False,tanker,small,1.7,136.0,2024-06-15T20:00:00,2024-06-15T20:30:00,44.8691,37.8601,1
237305456,10007,Greece,62.4,False,cargo,medium,6.6,162.5,2024-06-25T23:00:00,2024-06-25T23:06:00,-4.8423,2.1946,0
218851023,12379,Germany,21.1,False,cargo,small,4.5,20.1,2024-06-20T22:00:00,2024-06-21T01:23:11.366451,32.4944,-20.8013,0
431804233,14064,Japan,23.3,False,cargo,medium,9.6,235.4,2024-01-23T03:00:00,2024-01-23T03:06:00,35.368,6.5424,0
239652647,19786,Greece,89.6,False,bulk_carrier,medium,10.8,4.0,2024-02-24T13:00:00,2024-02-24T13:06:00,2.8819,-1.3836,0
616690774,2866,Comoros,240.6,False,tanker,large,0.9,157.1,2024-01-13T23:00:00,2024-01-15T05:55:23.018404,51.0254,-9.933,1
414852545,7068,China,69.0,False,cargo,VLCC,14.9,20.4,2024-06-21T09:00:00,2024-06-21T09:06:00,0.929,-2.8795,0
511306016,15149,Palau,140.0,False,fishing,large,3.1,303.3,2024-12-12T23:00:00,2024-12-12T23:06:00,45.3484,38.5776,0
564523267,13630,Singapore,2.0,False,cargo,small,13.2,102.2,2024-01-12T16:00:00,2024-01-12T16:06:00,17.2013,112.8135,0
616055361,11195,Comoros,91.0,False,tanker,small,11.2,326.6,2024-02-17T08:00:00,2024-02-17T16:56:01.579862,-1.83,72.3541,0
616046655,5114,Comoros,46.6,True,tanker,large,3.5,200.9,2024-02-13T21:00:00,2024-02-15T02:33:24.346003,10.1872,-9.3265,1
369109240,4409,USA,126.5,True,tanker,large,9.2,24.5,2024-02-15T04:00:00,2024-02-15T12:34:52.642901,2.519,118.9644,1
626352851,6938,Gabon,23.9,False,passenger,large,12.1,110.3,2024-11-07T14:00:00,2024-11-07T17:32:50.815607,41.8972,1.5015,0
413008408,6026,China,296.6,False,tanker,VLCC,5.1,321.1,2024-07-06T15:00:00,2024-07-06T15:30:00,68.9233,34.7917,1
412368972,15072,China,2.0,False,tanker,small,5.1,310.4,2024-05-20T11:00:00,2024-05-20T12:30:35.703373,9.3748,52.9195,0
218026538,3395,Germany,34.1,False,tanker,small,4.9,228.5,2024-12-11T19:00:00,2024-12-11T22:25:55.258767,-9.8035,60.6379,0
626455800,9542,Gabon,58.6,False,tanker,VLCC,6.8,352.5,2024-03-22T16:00:00,2024-03-22T16:43:27.377531,12.2852,0.3478,0
352016513,402,Panama,19.9,False,cargo,small,2.9,196.5,2024-06-26T16:00:00,2024-06-26T17:07:50.228635,36.5743,22.5678,0
413232275,5359,China,87.8,False,container,large,5.9,111.9,2024-06-10T01:00:00,2024-06-10T03:25:42.616475,34.7649,-25.6128,0
211792543,1024,Germany,35.3,False,bulk_carrier,VLCC,12.6,142.4,2024-01-14T01:00:00,2024-01-14T04:23:52.716634,68.9952,37.5614,0
237515935,1422,Greece,195.4,False,tanker,medium,5.6,303.4,2024-05-08T18:00:00,2024-05-09T03:00:40.894230,54.3653,135.9287,1
511855217,11814,Palau,2.0,False,tanker,large,15.6,340.9,2024-11-09T03:00:00,2024-11-09T03:06:00,54.1535,133.5057,0
626630637,13153,Gabon,50.3,True,container,medium,5.3,290.7,2024-07-20T19:00:00,2024-07-20T20:16:23.983305,14.5464,114.044,0
413820254,19068,China,119.8,True,cargo,large,12.8,223.5,2024-11-07T12:00:00,2024-11-07T18:23:48.665205,19.7956,116.8102,0
219147291,17360,Denmark,40.5,False,tanker,large,4.9,149.3,2024-10-08T22:00:00,2024-10-08T23:03:27.575770,18.1297,111.2661,0
674103054,1512,Tanzania,6.8,False,cargo,small,5.3,286.7,2024-08-31T15:00:00,2024-08-31T15:06:00,0.9565,53.2202,0
368858550,614,USA,49.8,False,cargo,medium,13.0,338.1,2024-02-10T05:00:00,2024-02-10T07:52:07.381564,21.2539,110.019,0
674898789,4350,Tanzania,170.8,True,tanker,large,4.1,354.6,2024-01-21T19:00:00,2024-01-21T19:30:00,39.7425,17.1202,1
338476050,1661,USA,137.5,True,tanker,large,4.8,104.3,2024-09-12T16:00:00,2024-09-13T12:07:55.629455,45.436,40.3069,1
565427927,74,Singapore,151.3,True,tanker,large,3.4,343.9,2024-04-26T02:00:00,2024-04-26T14:29:38.090696,37.1001,21.7609,1
626162776,1844,Gabon,267.2,True,tanker,large,4.1,261.8,2024-09-09T17:00:00,2024-09-10T13:38:58.348300,72.2279,36.4788,1
233267059,771,UK,272.4,True,tanker,medium,3.5,165.9,2024-01-02T23:00:00,2024-01-04T14:18:30.154998,32.5535,2.388,1
626124721,4740,Gabon,38.1,False,cargo,large,6.7,126.4,2024-03-27T18:00:00,2024-03-27T20:26:52.776848,34.0273,35.0498,0
220576032,8191,Denmark,55.2,False,bulk_carrier,VLCC,8.3,123.8,2024-06-06T18:00:00,2024-06-06T22:00:22.741710,12.6795,-3.1168,0
671150597,15881,Togo,2.0,False,container,medium,14.6,127.7,2024-02-16T06:00:00,2024-02-16T06:06:00,-0.047,-14.7173,0
233556786,10418,UK,54.9,False,bulk_carrier,large,12.4,81.0,2024-07-11T20:00:00,2024-07-11T21:37:39.040848,52.5582,-6.4936,0
538564404,1286,Marshall Islands,174.5,False,cargo,small,2.5,28.5,2024-11-15T18:00:00,2024-11-16T11:55:29.180341,25.1834,57.0085,1
354070616,2948,Panama,115.8,False,tanker,medium,8.9,2.0,2024-03-22T03:00:00,2024-03-22T05:42:33.908623,52.2395,-27.608,0
613739727,16679,Cameroon,2.0,False,tanker,medium,7.1,132.2,2024-04-14T04:00:00,2024-04-14T06:38:48.248246,50.9405,-19.3596,0
258154145,6007,Norway,36.9,False,cargo,medium,3.6,238.2,2024-01-22T16:00:00,2024-01-22T16:06:00,7.1158,111.0568,0
220210632,17643,Denmark,2.0,False,tanker,small,1.6,247.4,2024-06-13T22:00:00,2024-06-13T22:06:00,36.9353,22.5065,0
626876818,1942,Gabon,251.4,True,cargo,medium,0.2,151.6,2024-03-06T05:00:00,2024-03-07T05:56:50.831401,2.0684,3.3831,1
431345040,18470,Japan,21.7,False,tanker,medium,12.6,87.3,2024-08-10T16:00:00,2024-08-10T22:37:52.646137,36.4877,29.5804,0
414246965,15485,China,7.9,False,fishing,large,10.3,63.9,2024-06-28T06:00:00,2024-06-28T11:02:17.495890,44.6339,36.3073,0
220372444,10342,Denmark,49.3,False,bulk_carrier,small,9.9,340.1,2024-12-15T01:00:00,2024-12-15T01:21:39.145323,35.3993,28.1468,0
258025898,1777,Norway,2.0,True,cargo,medium,7.7,347.9,2024-05-19T12:00:00,2024-05-19T12:18:08.341483,5.0002,58.392,0
616829567,3398,Comoros,89.1,False,tanker,large,5.2,42.1,2024-10-02T11:00:00,2024-10-04T01:08:07.810719,11.1218,105.4241,1
412828475,6918,China,42.3,False,tanker,medium,11.5,202.4,2024-11-02T23:00:00,2024-11-03T07:55:39.477643,35.7013,11.7668,0
432664077,9620,Japan,67.5,False,cargo,large,13.4,107.8,2024-06-18T09:00:00,2024-06-18T12:05:51.447525,34.4569,11.1063,0
338918573,5896,USA,57.1,False,bulk_carrier,large,7.7,156.4,2024-11-22T03:00:00,2024-11-22T04:16:52.088529,13.1745,106.27,0
616588030,5939,Comoros,191.9,False,tanker,medium,7.6,54.3,2024-07-09T22:00:00,2024-07-10T17:49:18.307242,44.8642,39.8386,1
564393608,5335,Singapore,37.7,False,cargo,medium,12.3,351.6,2024-01-21T21:00:00,2024-01-22T00:05:42.704770,34.3859,1.8125,0
367509222,12270,USA,2.0,False,container,medium,13.9,128.5,2024-05-03T17:00:00,2024-05-03T18:07:46.861150,5.6195,56.9684,0
218898107,3191,Germany,27.0,True,bulk_carrier,medium,2.6,190.9,2024-06-20T03:00:00,2024-06-20T03:06:00,0.2538,-14.6408,0
538155791,5065,Marshall Islands,220.3,False,tanker,medium,6.4,5.8,2024-12-26T20:00:00,2024-12-27T22:25:10.173855,39.0438,-26.8367,1
511628203,6091,Palau,80.1,False,tanker,small,15.4,39.2,2024-09-05T20:00:00,2024-09-05T20:44:22.987422,-0.0756,69.8135,0
414668526,19394,China,36.8,False,cargo,medium,19.3,343.5,2024-11-10T12:00:00,2024-11-10T14:37:03.517828,43.9085,40.9685,0
220120085,12589,Denmark,9.2,False,cargo,small,7.1,332.0,2024-07-16T03:00:00,2024-07-16T05:41:33.162799,1.7106,-1.4838,0
626875823,4028,Gabon,111.9,False,tanker,VLCC,7.6,54.9,2024-02-13T09:00:00,2024-02-15T18:29:18.102348,21.9838,114.5834,1
412381408,4280,China,39.7,True,bulk_carrier,small,12.0,297.2,2024-02-28T21:00:00,2024-02-28T23:43:01.697092,21.73,107.8893,0
338173130,16698,USA,47.2,True,container,large,7.6,174.2,2024-09-04T15:00:00,2024-09-04T15:07:59.888149,33.3322,25.2526,0
368559882,15886,USA,157.3,False,tanker,small,4.5,176.6,2024-09-23T22:00:00,2024-09-23T23:02:17.930883,10.7196,117.3354,0
369512718,7889,USA,96.6,False,container,medium,10.1,71.7,2024-01-26T06:00:00,2024-01-26T12:56:40.673218,71.3873,46.9422,0
431588882,2486,Japan,3.3,True,cargo,small,6.4,24.7,2024-06-27T14:00:00,2024-06-27T14:06:00,6.182,-1.0054,0
613489979,5898,Cameroon,224.8,True,cargo,medium,2.8,17.8,2024-04-28T13:00:00,2024-04-29T13:09:29.079883,9.1312,113.4258,1
220964127,18435,Denmark,53.6,False,cargo,small,14.4,132.6,2024-11-22T08:00:00,2024-11-22T08:06:00,17.2236,108.6907,0
626671317,3964,Gabon,181.4,False,tanker,medium,4.4,241.6,2024-06-17T21:00:00,2024-06-18T02:54:44.900445,26.8418,59.0306,1
616084821,3938,Comoros,273.7,True,cargo,large,4.2,313.5,2024-02-11T13:00:00,2024-02-12T14:32:31.776244,-2.3545,-10.5965,1
303033616,6497,USA,56.9,True,container,large,11.7,327.7,2024-09-17T20:00:00,2024-09-18T00:12:55.919963,72.1236,31.234,0
257347123,16973,Norway,37.2,True,bulk_carrier,small,13.6,268.4,2024-12-25T13:00:00,2024-12-25T18:29:03.838741,41.5461,32.5476,0
412759145,11042,China,14.0,False,cargo,medium,9.0,116.6,2024-12-20T11:00:00,2024-12-20T14:01:35.610145,10.8243,109.2155,0
239104244,1111,Greece,210.0,False,bulk_carrier,large,5.7,228.9,2024-05-20T05:00:00,2024-05-20T05:30:00,42.125,-7.4569,1
355338471,4415,Panama,169.7,True,tanker,large,3.5,43.8,2024-10-28T09:00:00,2024-10-28T21:27:36.812746,26.7413,57.5079,1
671520928,18503,Togo,157.5,False,fishing,large,9.8,256.2,2024-04-21T00:00:00,2024-04-21T00:06:00,37.5505,23.4889,0
432919274,3305,Japan,29.0,False,passenger,small,9.3,152.3,2024-06-21T15:00:00,2024-06-21T17:26:26.380285,37.2583,21.9982,0
220013253,19126,Denmark,63.8,False,tanker,large,7.1,190.1,2024-01-08T14:00:00,2024-01-08T18:55:45.565992,39.5668,30.9316,0
626351649,11553,Gabon,32.7,False,cargo,small,5.3,108.9,2024-05-21T09:00:00,2024-05-21T09:06:00,36.7431,22.1392,0
613153279,3529,Cameroon,39.7,False,tanker,medium,14.3,131.9,2024-07-07T07:00:00,2024-07-07T09:17:25.761838,-6.8944,78.7034,0
616413073,3147,Comoros,118.4,True,tanker,medium,0.0,347.2,2024-03-14T07:00:00,2024-03-14T09:01:31.445143,53.0014,-27.0406,1
235272326,1378,UK,164.6,False,tanker,VLCC,2.5,200.3,2024-10-12T18:00:00,2024-10-14T03:27:51.445471,37.3765,24.6632,1
432042006,12703,Japan,77.9,False,cargo,small,11.9,189.6,2024-07-23T04:00:00,2024-07-23T06:35:18.072864,25.3282,56.6729,0
613512096,16343,Cameroon,2.0,False,bulk_carrier,medium,11.3,183.8,2024-02-24T16:00:00,2024-02-24T19:40:36.140207,35.188,-16.0002,0
563048981,1019,Singapore,59.4,False,container,medium,11.8,326.2,2024-10-18T04:00:00,2024-10-18T05:20:55.033667,36.0647,-5.2607,0
432154307,145,Japan,157.3,True,tanker,large,3.9,68.2,2024-07-14T04:00:00,2024-07-15T08:20:38.402178,53.9047,138.5117,1
671041176,4279,Togo,30.7,False,container,medium,12.3,205.4,2024-12-10T21:00:00,2024-12-10T21:06:00,36.4448,22.7853,0
511466319,6193,Palau,184.3,False,cargo,large,0.0,152.6,2024-03-19T18:00:00,2024-03-21T09:23:47.669742,36.5363,22.7993,1
674480479,3502,Tanzania,63.3,False,cargo,small,9.0,180.7,2024-11-18T01:00:00,2024-11-18T04:23:08.530764,10.5881,111.1951,0
636451468,3515,Liberia,159.8,True,tanker,VLCC,9.4,112.7,2024-02-17T22:00:00,2024-02-18T17:25:44.453845,13.1037,117.0026,1
616922111,19106,Comoros,80.8,False,container,medium,10.5,127.9,2024-05-04T11:00:00,2024-05-04T12:07:33.028926,35.7962,-5.2557,0
257212570,784,Norway,20.1,False,bulk_carrier,small,10.8,272.9,2024-12-05T07:00:00,2024-12-05T07:06:00,44.4986,37.5563,0
626188055,6072,Gabon,162.1,False,tanker,large,1.9,53.3,2024-08-07T19:00:00,2024-08-08T02:04:09.965158,72.284,45.2307,1
